"parameter","true","point","lwr","upr","covers","time","fail","method","replicate"
"n_iter",NA,1000,1000,1000,NA,6.73099999999977,FALSE,"fixed",77
"mu",1000,102.985023292722,34.2106425682992,320.684505253592,FALSE,1.08000000000038,FALSE,"adaptive",78
"alpha",1,0.838218216289276,0.619800887297269,1.16869886633996,TRUE,1.08000000000038,FALSE,"adaptive",78
"beta",99,8.85948169419149,2.30294234354474,35.8921900028004,FALSE,1.08000000000038,FALSE,"adaptive",78
"p_hat",0.01,0.0864347447360558,0.0270838137929301,0.234950806458895,FALSE,1.08000000000038,FALSE,"adaptive",78
"n_iter",NA,168.5,122,191,NA,1.08000000000038,FALSE,"adaptive",78
"mu",1000,102.985409672089,32.5283468223987,329.207799385663,FALSE,5.375,FALSE,"fixed",78
"alpha",1,0.83821723102158,0.592910694844589,1.15716898859187,TRUE,5.375,FALSE,"fixed",78
"beta",99,8.85951347338604,2.11566853012864,38.512651000588,FALSE,5.375,FALSE,"fixed",78
"p_hat",0.01,0.086434368675613,0.027111527967184,0.248153522942656,FALSE,5.375,FALSE,"fixed",78
"n_iter",NA,1000,1000,1000,NA,5.375,FALSE,"fixed",78
"mu",1000,19236.8692841613,8473.55547876048,44426.0800623855,FALSE,100.639,FALSE,"adaptive",79
"alpha",1,0.90840796652944,0.733760797568588,1.11714905660256,TRUE,100.639,FALSE,"adaptive",79
"beta",99,1768.34261652404,754.494894337192,4096.49756107443,FALSE,100.639,FALSE,"adaptive",79
"p_hat",0.01,0.000513442102875709,0.000219903161245922,0.00116128188655526,FALSE,100.639,FALSE,"adaptive",79
"n_iter",NA,20000,20000,20000,NA,100.639,FALSE,"adaptive",79
"mu",1000,868.484178560616,593.410068200908,1254.40857333975,TRUE,6.76999999999998,FALSE,"fixed",79
"alpha",1,0.890070206234287,0.722934666777876,1.11392385619801,TRUE,6.76999999999998,FALSE,"fixed",79
"beta",99,77.5512215530655,50.391691216838,122.246000183326,TRUE,6.76999999999998,FALSE,"fixed",79
"p_hat",0.01,0.0113469600802279,0.007475449881157,0.0166597888508745,TRUE,6.76999999999998,FALSE,"fixed",79
"n_iter",NA,1000,1000,1000,NA,6.76999999999998,FALSE,"fixed",79
"mu",1000,139.621004447037,24.3516146321381,904.719386247732,FALSE,1.66200000000026,FALSE,"adaptive",80
"alpha",1,0.866193565952827,0.620543611453414,1.22977932765667,TRUE,1.66200000000026,FALSE,"adaptive",80
"beta",99,12.4251268006193,1.58806086906352,117.480479500781,TRUE,1.66200000000026,FALSE,"adaptive",80
"p_hat",0.01,0.0651698659022109,0.00956121072096078,0.294725904698964,TRUE,1.66200000000026,FALSE,"adaptive",80
"n_iter",NA,217.5,169,241,NA,1.66200000000026,FALSE,"adaptive",80
"mu",1000,139.752148045075,20.0854728120296,950.366642573442,FALSE,5.62899999999991,FALSE,"fixed",80
"alpha",1,0.866220366315211,0.591789717307405,1.24892962605792,TRUE,5.62899999999991,FALSE,"fixed",80
"beta",99,12.437925316912,1.22146649208409,124.503745665755,TRUE,5.62899999999991,FALSE,"fixed",80
"p_hat",0.01,0.065109055999535,0.00919721629752173,0.346353183381461,TRUE,5.62899999999991,FALSE,"fixed",80
"n_iter",NA,1000,1000,1000,NA,5.62899999999991,FALSE,"fixed",80
"mu",1000,19183.5679914948,1555.04661832556,196067.520412496,FALSE,82.8130000000001,FALSE,"adaptive",81
"alpha",1,1.02833805886062,0.831541397556122,1.2888219562885,TRUE,82.8130000000001,FALSE,"adaptive",81
"beta",99,2068.2309161207,173.790142317503,22063.3784916777,FALSE,82.8130000000001,FALSE,"adaptive",81
"p_hat",0.01,0.000496959507023368,4.83881345891564e-05,0.00637598179575804,FALSE,82.8130000000001,FALSE,"adaptive",81
"n_iter",NA,20000,20000,20000,NA,82.8130000000001,FALSE,"adaptive",81
"mu",1000,859.674229983286,395.876452561808,1886.73236316031,TRUE,6.85100000000011,FALSE,"fixed",81
"alpha",1,1.01036420869157,0.816799587250563,1.24717968875706,TRUE,6.85100000000011,FALSE,"fixed",81
"beta",99,90.2660322123933,39.9166583430865,222.907257952511,TRUE,6.85100000000011,FALSE,"fixed",81
"p_hat",0.01,0.0110692824027633,0.00505664550178415,0.0235565666589143,TRUE,6.85100000000011,FALSE,"fixed",81
"n_iter",NA,1000,1000,1000,NA,6.85100000000011,FALSE,"fixed",81
"mu",1000,141.222695136762,23.6981352099535,807.408135101417,FALSE,1.67000000000007,FALSE,"adaptive",82
"alpha",1,0.797366316811064,0.554252348507021,1.15074251500249,TRUE,1.67000000000007,FALSE,"adaptive",82
"beta",99,10.3736432149964,1.08282334363588,80.8906490442017,FALSE,1.67000000000007,FALSE,"adaptive",82
"p_hat",0.01,0.0713781788960708,0.0117122746754214,0.333649037242179,FALSE,1.67000000000007,FALSE,"adaptive",82
"n_iter",NA,217,172,243,NA,1.67000000000007,FALSE,"adaptive",82
"mu",1000,141.240409789216,30.1515781607436,682.563802119518,FALSE,6.17500000000018,FALSE,"fixed",82
"alpha",1,0.79742901068782,0.577390274186358,1.08895807059377,TRUE,6.17500000000018,FALSE,"fixed",82
"beta",99,10.3756014457282,1.45123782496771,66.8194386868868,FALSE,6.17500000000018,FALSE,"fixed",82
"p_hat",0.01,0.0713708795298146,0.0133505374058525,0.283868062037357,FALSE,6.17500000000018,FALSE,"fixed",82
"n_iter",NA,1000,1000,1000,NA,6.17500000000018,FALSE,"fixed",82
"mu",1000,19164.2685210077,523.8293521633,742851.061154388,TRUE,75.5129999999999,FALSE,"adaptive",83
"alpha",1,1.03380596143,0.824356540342035,1.27340938901852,TRUE,75.5129999999999,FALSE,"adaptive",83
"beta",99,2021.62636485654,55.5157589913319,81945.6453160953,TRUE,75.5129999999999,FALSE,"adaptive",83
"p_hat",0.01,0.000511112037674585,1.36113859569402e-05,0.0181430273964888,TRUE,75.5129999999999,FALSE,"adaptive",83
"n_iter",NA,20000,20000,20000,NA,75.5129999999999,FALSE,"adaptive",83
"mu",1000,857.014355424917,307.162494358419,2076.3028310166,TRUE,7.66699999999992,FALSE,"fixed",83
"alpha",1,1.01552120702416,0.818088543437697,1.25139694606031,TRUE,7.66699999999992,FALSE,"fixed",83
"beta",99,87.9990250739285,30.8306643812543,227.520461012558,TRUE,7.66699999999992,FALSE,"fixed",83
"p_hat",0.01,0.0114084860222611,0.00472426410249785,0.0312747601214735,TRUE,7.66699999999992,FALSE,"fixed",83
"n_iter",NA,1000,1000,1000,NA,7.66699999999992,FALSE,"fixed",83
"mu",1000,229.964728826679,4.83798101534332,10009.5936277644,TRUE,5.58300000000008,FALSE,"adaptive",84
"alpha",1,1.2210217688786,0.870467707434388,1.70917756297317,TRUE,5.58300000000008,FALSE,"adaptive",84
"beta",99,26.1013212917652,0.356780562813971,1778.16752516502,TRUE,5.58300000000008,FALSE,"adaptive",84
"p_hat",0.01,0.0446894970233139,0.000898546322911429,0.72297814261656,TRUE,5.58300000000008,FALSE,"adaptive",84
"n_iter",NA,334,290,355,NA,5.58300000000008,FALSE,"adaptive",84
"mu",1000,229.49990981828,6.08052351943204,9681.03444276255,TRUE,8.64899999999989,FALSE,"fixed",84
"alpha",1,1.22078923659545,0.861810846193544,1.65371432390366,TRUE,8.64899999999989,FALSE,"fixed",84
"beta",99,26.0411395887636,0.419058073825702,1585.95542502362,TRUE,8.64899999999989,FALSE,"fixed",84
"p_hat",0.01,0.0447800023401085,0.000975292435190685,0.680770630735246,TRUE,8.64899999999989,FALSE,"fixed",84
"n_iter",NA,1000,1000,1000,NA,8.64899999999989,FALSE,"fixed",84
"mu",1000,277.478930888118,5.57676819135903,21118.9119769504,TRUE,8.55099999999993,FALSE,"adaptive",85
"alpha",1,0.932936817868369,0.630580068100915,1.35378202835068,TRUE,8.55099999999993,FALSE,"adaptive",85
"beta",99,25.2376995753718,0.342725184861558,3139.44332190327,TRUE,8.55099999999993,FALSE,"adaptive",85
"p_hat",0.01,0.0356482281840629,0.000433302260628238,0.667233126340768,TRUE,8.55099999999993,FALSE,"adaptive",85
"n_iter",NA,391,336,415,NA,8.55099999999993,FALSE,"adaptive",85
"mu",1000,277.837926757817,3.937690208101,24970.532182676,TRUE,11.5320000000002,FALSE,"fixed",85
"alpha",1,0.932981965406585,0.653815950067263,1.30683011277,TRUE,11.5320000000002,FALSE,"fixed",85
"beta",99,25.2723231993528,0.245214921842013,3711.25229132855,TRUE,11.5320000000002,FALSE,"fixed",85
"p_hat",0.01,0.0356027895703061,0.000368332705777317,0.75184071417683,TRUE,11.5320000000002,FALSE,"fixed",85
"n_iter",NA,1000,1000,1000,NA,11.5320000000002,FALSE,"fixed",85
"mu",1000,19222.6487836044,5915.55046786813,54847.4952371277,FALSE,108.407,FALSE,"adaptive",86
"alpha",1,0.941565623021181,0.759093123298494,1.15930899847012,TRUE,108.407,FALSE,"adaptive",86
"beta",99,1648.82628326162,482.583714531951,4977.50093469094,FALSE,108.407,FALSE,"adaptive",86
"p_hat",0.01,0.000570726131957141,0.000192787344922642,0.00181741074921842,FALSE,108.407,FALSE,"adaptive",86
"n_iter",NA,20000,20000,20000,NA,108.407,FALSE,"adaptive",86
"mu",1000,866.852318827196,519.082274048767,1410.1601966564,TRUE,7.87400000000025,FALSE,"fixed",86
"alpha",1,0.922118205235711,0.759897178138407,1.12687836272676,TRUE,7.87400000000025,FALSE,"fixed",86
"beta",99,72.090291897509,41.3545143894775,120.1889977257,TRUE,7.87400000000025,FALSE,"fixed",86
"p_hat",0.01,0.0126296091847685,0.00764234010279704,0.0211319494177356,TRUE,7.87400000000025,FALSE,"fixed",86
"n_iter",NA,1000,1000,1000,NA,7.87400000000025,FALSE,"fixed",86
"mu",1000,19226.1790447789,6608.21423755932,52677.0029047982,FALSE,94.4650000000001,FALSE,"adaptive",87
"alpha",1,0.859870181690522,0.67506372008562,1.07685981952992,TRUE,94.4650000000001,FALSE,"adaptive",87
"beta",99,1815.92921610819,658.131600710805,4908.89385317856,FALSE,94.4650000000001,FALSE,"adaptive",87
"p_hat",0.01,0.0004732911421471,0.000175704762470488,0.00133314893178978,FALSE,94.4650000000001,FALSE,"adaptive",87
"n_iter",NA,20000,20000,20000,NA,94.4650000000001,FALSE,"adaptive",87
"mu",1000,863.49492080826,533.551339873455,1520.34174642324,TRUE,6.8720000000003,FALSE,"fixed",87
"alpha",1,0.843309711407877,0.674832479987644,1.07784737439642,TRUE,6.8720000000003,FALSE,"fixed",87
"beta",99,79.3880989364216,45.8148738055816,143.920658737733,TRUE,6.8720000000003,FALSE,"fixed",87
"p_hat",0.01,0.0105109672835177,0.00597746063229572,0.0177587356555888,TRUE,6.8720000000003,FALSE,"fixed",87
"n_iter",NA,1000,1000,1000,NA,6.8720000000003,FALSE,"fixed",87
"mu",1000,386.040359159192,1.03780329154984,176002.540404072,TRUE,17.0030000000006,FALSE,"adaptive",88
"alpha",1,0.959429793143919,0.699438428069689,1.35934934159496,TRUE,17.0030000000006,FALSE,"adaptive",88
"beta",99,37.2637667221218,0.0634947538271896,23686.082705469,TRUE,17.0030000000006,FALSE,"adaptive",88
"p_hat",0.01,0.025100721044111,5.0197557865925e-05,0.916061324343439,TRUE,17.0030000000006,FALSE,"adaptive",88
"n_iter",NA,520.5,473,547,NA,17.0030000000006,FALSE,"adaptive",88
"mu",1000,387.280584532038,1.21679716964095,141362.120719202,TRUE,19.223,FALSE,"fixed",88
"alpha",1,0.959496650288772,0.675076837507396,1.33427174959294,TRUE,19.223,FALSE,"fixed",88
"beta",99,37.3888659086392,0.0837327048592773,18488.8432045834,TRUE,19.223,FALSE,"fixed",88
"p_hat",0.01,0.0250205376778308,6.37500163888414e-05,0.902739480025814,TRUE,19.223,FALSE,"fixed",88
"n_iter",NA,1000,1000,1000,NA,19.223,FALSE,"fixed",88
"mu",1000,19195.834374164,2639.34412514152,128079.80491734,FALSE,88.0079999999998,FALSE,"adaptive",89
"alpha",1,1.05641268357525,0.853541589667908,1.27595379085763,TRUE,88.0079999999998,FALSE,"adaptive",89
"beta",99,1941.05341211704,262.897527591469,13425.1044919788,FALSE,88.0079999999998,FALSE,"adaptive",89
"p_hat",0.01,0.000543951052656721,8.1028592019609e-05,0.00392085953955272,FALSE,88.0079999999998,FALSE,"adaptive",89
"n_iter",NA,20000,20000,20000,NA,88.0079999999998,FALSE,"adaptive",89
"mu",1000,859.343873463429,381.808174435585,1947.27169665214,TRUE,7.26000000000022,FALSE,"fixed",89
"alpha",1,1.03693063938871,0.829908406224634,1.27341429745736,TRUE,7.26000000000022,FALSE,"fixed",89
"beta",99,84.4544206597161,33.5387787310175,196.36282068642,TRUE,7.26000000000022,FALSE,"fixed",89
"p_hat",0.01,0.0121290706443608,0.00512104558414901,0.0278789757958012,TRUE,7.26000000000022,FALSE,"fixed",89
"n_iter",NA,1000,1000,1000,NA,7.26000000000022,FALSE,"fixed",89
"mu",1000,98.3247826636424,32.2299228868253,317.259751820676,FALSE,1.06700000000001,FALSE,"adaptive",90
"alpha",1,0.993836264191363,0.738800338247411,1.37158004389545,TRUE,1.06700000000001,FALSE,"adaptive",90
"beta",99,8.4603988988175,1.93110125068891,38.0404185974765,FALSE,1.06700000000001,FALSE,"adaptive",90
"p_hat",0.01,0.105120747163123,0.0314456242632631,0.282845572239439,FALSE,1.06700000000001,FALSE,"adaptive",90
"n_iter",NA,161.5,120,184,NA,1.06700000000001,FALSE,"adaptive",90
"mu",1000,98.3147244926784,32.1811522873547,310.753426042391,FALSE,5.85199999999986,FALSE,"fixed",90
"alpha",1,0.993825044851597,0.71997691005752,1.355361625423,TRUE,5.85199999999986,FALSE,"fixed",90
"beta",99,8.45936362657647,1.81295747395154,36.2888711033605,FALSE,5.85199999999986,FALSE,"fixed",90
"p_hat",0.01,0.105131197460958,0.0330157196770053,0.292670265827941,FALSE,5.85199999999986,FALSE,"fixed",90
"n_iter",NA,1000,1000,1000,NA,5.85199999999986,FALSE,"fixed",90
"mu",1000,19211.6803538415,5036.00445243665,77204.4388541882,FALSE,92.6620000000003,FALSE,"adaptive",91
"alpha",1,0.888149883887422,0.693582311871966,1.10692990325814,TRUE,92.6620000000003,FALSE,"adaptive",91
"beta",99,1706.7609681842,432.061227964154,6616.9106078254,FALSE,92.6620000000003,FALSE,"adaptive",91
"p_hat",0.01,0.000520100923831596,0.000130007335768306,0.00194828711003625,FALSE,92.6620000000003,FALSE,"adaptive",91
"n_iter",NA,20000,20000,20000,NA,92.6620000000003,FALSE,"adaptive",91
"mu",1000,863.339595659627,483.170519802367,1561.56805181503,TRUE,6.91300000000047,FALSE,"fixed",91
"alpha",1,0.870395899775476,0.700791259396919,1.07959017471017,TRUE,6.91300000000047,FALSE,"fixed",91
"beta",99,74.5193914354199,38.4303134516381,142.63025277731,TRUE,6.91300000000047,FALSE,"fixed",91
"p_hat",0.01,0.0115452759656365,0.00629092789679737,0.0207566095852315,TRUE,6.91300000000047,FALSE,"fixed",91
"n_iter",NA,1000,1000,1000,NA,6.91300000000047,FALSE,"fixed",91
"mu",1000,147.38409373447,24.3985641906005,1367.62040740963,TRUE,2.03999999999996,FALSE,"adaptive",92
"alpha",1,0.880128148074621,0.630552115776303,1.28039705710033,TRUE,2.03999999999996,FALSE,"adaptive",92
"beta",99,13.5047382429834,1.62285223682274,194.827592189041,TRUE,2.03999999999996,FALSE,"adaptive",92
"p_hat",0.01,0.0611843116333516,0.00628026530849412,0.308824186655097,TRUE,2.03999999999996,FALSE,"adaptive",92
"n_iter",NA,227.5,190,251,NA,2.03999999999996,FALSE,"adaptive",92
"mu",1000,147.219837288487,16.9582583266423,1228.37458543836,TRUE,5.54600000000028,FALSE,"fixed",92
"alpha",1,0.880080138011667,0.601166668174048,1.25425632990587,TRUE,5.54600000000028,FALSE,"fixed",92
"beta",99,13.4886067219764,1.09830975799355,179.161685131044,TRUE,5.54600000000028,FALSE,"fixed",92
"p_hat",0.01,0.0612498655296324,0.00683524561279222,0.389862204857747,TRUE,5.54600000000028,FALSE,"fixed",92
"n_iter",NA,1000,1000,1000,NA,5.54600000000028,FALSE,"fixed",92
"mu",1000,84.4969394990727,35.0499635816682,201.673412988493,FALSE,0.863999999999578,FALSE,"adaptive",93
"alpha",1,0.725484738464268,0.520335325353475,1.057125952785,TRUE,0.863999999999578,FALSE,"adaptive",93
"beta",99,5.82340252860557,1.69925381180079,18.7992196787446,FALSE,0.863999999999578,FALSE,"adaptive",93
"p_hat",0.01,0.110779848373977,0.0457675192607478,0.237598377822643,FALSE,0.863999999999578,FALSE,"adaptive",93
"n_iter",NA,142.5,105,166,NA,0.863999999999578,FALSE,"adaptive",93
"mu",1000,84.4498850639607,38.7185952711272,186.813162702536,FALSE,5.35999999999967,FALSE,"fixed",93
"alpha",1,0.725407738370795,0.51271996645974,0.966720857102011,FALSE,5.35999999999967,FALSE,"fixed",93
"beta",99,5.8200125106909,1.89582586559793,16.8630262700088,FALSE,5.35999999999967,FALSE,"fixed",93
"p_hat",0.01,0.110826762953041,0.0497108551084779,0.227753478364873,FALSE,5.35999999999967,FALSE,"fixed",93
"n_iter",NA,1000,1000,1000,NA,5.35999999999967,FALSE,"fixed",93
"mu",1000,757.014171777593,0.0010343010921231,49277109.6791693,TRUE,27.2700000000004,FALSE,"adaptive",94
"alpha",1,1.17465370908311,0.846171020168657,1.55445034474506,TRUE,27.2700000000004,FALSE,"adaptive",94
"beta",99,86.1498143247217,7.80684592705796e-05,8239065.9860692,TRUE,27.2700000000004,FALSE,"adaptive",94
"p_hat",0.01,0.0134515987962089,1.86746012271666e-07,0.999915933713441,TRUE,27.2700000000004,FALSE,"adaptive",94
"n_iter",NA,950,886,976,NA,27.2700000000004,FALSE,"adaptive",94
"mu",1000,756.786746493661,0.0104936828865494,299148500.223764,TRUE,32.7969999999996,FALSE,"fixed",94
"alpha",1,1.17458141969324,0.877046869909797,1.62961340264762,TRUE,32.7969999999996,FALSE,"fixed",94
"beta",99,86.1175992159359,0.000894246027930314,45931407.5373548,TRUE,32.7969999999996,FALSE,"fixed",94
"p_hat",0.01,0.013455746106242,2.9831790591121e-08,0.999098072493334,TRUE,32.7969999999996,FALSE,"fixed",94
"n_iter",NA,1000,1000,1000,NA,32.7969999999996,FALSE,"fixed",94
"mu",1000,229.585822488376,11.7054343867755,3529.62509646118,TRUE,3.51800000000003,FALSE,"adaptive",95
"alpha",1,0.870487945489658,0.6141209876155,1.20454599640551,TRUE,3.51800000000003,FALSE,"adaptive",95
"beta",99,19.1099395805871,0.624186436908133,384.522449582705,TRUE,3.51800000000003,FALSE,"adaptive",95
"p_hat",0.01,0.0435670330053534,0.00264424632071707,0.489470124657432,TRUE,3.51800000000003,FALSE,"adaptive",95
"n_iter",NA,329.5,284,356,NA,3.51800000000003,FALSE,"adaptive",95
"mu",1000,229.257303817554,9.64332172439411,4159.99623607471,TRUE,7.54899999999998,FALSE,"fixed",95
"alpha",1,0.870392761170805,0.606976641259776,1.19797746248548,TRUE,7.54899999999998,FALSE,"fixed",95
"beta",99,19.0795578892202,0.553761929918762,534.936166572517,TRUE,7.54899999999998,FALSE,"fixed",95
"p_hat",0.01,0.0436288177561856,0.00219291529647353,0.539137912226406,TRUE,7.54899999999998,FALSE,"fixed",95
"n_iter",NA,1000,1000,1000,NA,7.54899999999998,FALSE,"fixed",95
"mu",1000,806.446721980515,0.00415325815643597,4016533917.26381,TRUE,35.5729999999994,FALSE,"adaptive",96
"alpha",1,1.16343814717129,0.856774363864227,1.67820584113188,TRUE,35.5729999999994,FALSE,"adaptive",96
"beta",99,95.2757709836158,0.000316686602714011,802567590.87707,TRUE,35.5729999999994,FALSE,"adaptive",96
"p_hat",0.01,0.0120639536310743,2.13301151668184e-09,0.999618771239782,TRUE,35.5729999999994,FALSE,"adaptive",96
"n_iter",NA,1005,950,1032,NA,35.5729999999994,FALSE,"adaptive",96
"mu",1000,803.836401923471,8.90233665838374e-05,2576115178.02233,TRUE,34.8189999999995,FALSE,"fixed",96
"alpha",1,1.1633808283724,0.817538242017173,1.65622368453785,TRUE,34.8189999999995,FALSE,"fixed",96
"beta",99,94.9600465816712,6.34486824182166e-06,461476600.287304,TRUE,34.8189999999995,FALSE,"fixed",96
"p_hat",0.01,0.0121029894555221,3.26357321880929e-09,0.999992107842998,TRUE,34.8189999999995,FALSE,"fixed",96
"n_iter",NA,1000,1000,1000,NA,34.8189999999995,FALSE,"fixed",96
"mu",1000,294.853778584147,5.16846757555895,21863.5989181223,TRUE,8.57400000000052,FALSE,"adaptive",97
"alpha",1,0.903949400681686,0.661759714895964,1.24928330468758,TRUE,8.57400000000052,FALSE,"adaptive",97
"beta",99,26.7901726309764,0.354555030695162,2828.94586478112,TRUE,8.57400000000052,FALSE,"adaptive",97
"p_hat",0.01,0.0326404787141601,0.000428765336751568,0.669935653568702,TRUE,8.57400000000052,FALSE,"adaptive",97
"n_iter",NA,410.5,356,437,NA,8.57400000000052,FALSE,"adaptive",97
"mu",1000,294.94198410702,5.75284724442637,12435.0921087285,TRUE,10.4209999999994,FALSE,"fixed",97
"alpha",1,0.903931007568431,0.639391230976364,1.28507755109345,TRUE,10.4209999999994,FALSE,"fixed",97
"beta",99,26.7979724725623,0.362979481872411,1607.67354344854,TRUE,10.4209999999994,FALSE,"fixed",97
"p_hat",0.01,0.0326306460571122,0.000764036964081924,0.655780343771074,TRUE,10.4209999999994,FALSE,"fixed",97
"n_iter",NA,1000,1000,1000,NA,10.4209999999994,FALSE,"fixed",97
"mu",1000,19146.7218569591,79.8789358228427,4147960.59269146,TRUE,65.25,FALSE,"adaptive",98
"alpha",1,0.904826753289337,0.720767268967925,1.11899675637937,TRUE,65.25,FALSE,"adaptive",98
"beta",99,1857.28636871114,7.61753995168527,404486.703581229,TRUE,65.25,FALSE,"adaptive",98
"p_hat",0.01,0.00048693953318576,2.20713862904717e-06,0.103353544671628,TRUE,65.25,FALSE,"adaptive",98
"n_iter",NA,20000,20000,20000,NA,65.25,FALSE,"adaptive",98
"mu",1000,859.459267703044,389.78194798661,1762.32305383829,TRUE,7.0590000000002,FALSE,"fixed",98
"alpha",1,0.887880209891636,0.719614827796312,1.10723016553994,TRUE,7.0590000000002,FALSE,"fixed",98
"beta",99,81.1549983693944,36.4464878601514,176.402147742994,TRUE,7.0590000000002,FALSE,"fixed",98
"p_hat",0.01,0.0108221484334389,0.00523486491466343,0.0233521781116743,TRUE,7.0590000000002,FALSE,"fixed",98
